"","user_id","aoa","frequency","word_type","word","correct","time"
"","115","late","high","non word","kax","true","1046"
"","118","late","low","non word","apsartee","true","1048"
"","111","early","high","word","sorry","true","1051"
"","102","early","low","non word","kniftang","true","1051"
"","112","late","low","word","crypt","true","1054"
"","119","late","low","word","permeable","true","1054"
"","102","late","low","word","esquire","true","1055"
"","102","late","low","non word","apropal","true","1057"
"","97","early","high","non word","munse","true","1059"
"","105","early","low","non word","coreon","true","1060"
"","118","early","high","non word","chure","true","1062"
"","110","early","low","word","ouch","true","1072"
"","97","early","high","non word","toths","true","1074"
"","103","late","high","word","sex","true","1075"
"","110","late","low","word","esquire","true","1080"
"","112","early","low","word","hush","true","1082"
"","105","late","high","non word","kax","true","1084"
"","105","early","high","non word","munse","true","1085"
"","103","early","high","non word","breapfast","true","1085"
"","103","late","high","non word","inkore","true","1085"
"","105","late","high","non word","narol","true","1087"
"","108","late","low","word","welsh","true","1088"
"","102","late","high","non word","urian","true","1091"
"","119","late","low","word","rogue","true","1093"
"","112","late","low","non word","saxintome","true","1093"
"","108","early","high","non word","munse","false","1094"
"","110","early","low","non word","fealy","true","1097"
"","119","early","high","non word","gange","true","1099"
"","97","early","low","non word","goobie","true","1110"
"","105","early","high","non word","larc","true","1110"
"","110","late","low","non word","lisc","true","1117"
"","98","late","high","word","sex","true","1119"
"","115","late","low","word","permeable","true","1119"
"","108","early","high","non word","steh","true","1128"
"","111","early","low","word","satchel ","true","1131"
"","105","early","low","non word","jusk","true","1132"
"","108","early","low","non word","belky","false","1135"
"","111","late","low","non word","nogue","true","1135"
"","102","late","high","word","science","true","1139"
"","97","early","low","non word","funch","true","1142"
"","115","early","high","non word","gange","false","1143"
"","108","late","low","word","marvel","true","1144"
"","108","early","high","non word","smury","false","1148"
"","110","late","high","non word","narol","true","1152"
"","115","late","low","non word","munspin","true","1153"
"","119","early","low","word","rhyme","true","1165"
"","111","late","high","word","against","true","1165"
"","119","early","high","non word","weatjor","true","1166"
"","97","early","low","non word","rapple","true","1167"
"","98","early","high","non word","sameing","true","1168"
"","103","early","low","non word","tandleshoop","true","1168"
"","119","early","low","non word","nup","true","1169"
"","108","early","low","non word","funch","true","1169"
"","110","early","low","word","cookie","true","1171"
"","115","late","high","non word","narol","true","1172"
"","108","late","low","non word","ditra","false","1180"
"","111","early","low","word","vase","true","1185"
"","98","early","low","word","bathing","true","1185"
"","105","late","high","non word","imtresty","true","1187"
"","103","late","low","non word","ditra","true","1187"
"","105","late","low","non word","saxintome","true","1188"
"","102","late","low","word","gush","true","1189"
"","103","early","high","non word","linner","true","1191"
"","119","late","high","non word","ameanst","true","1197"
"","115","late","high","non word","urian","false","1197"
"","97","early","low","word","satchel ","true","1199"
"","98","late","high","non word","inkore","true","1200"
"","103","early","high","non word","fank","true","1203"
"","115","early","low","non word","rapple","true","1203"
"","108","late","high","non word","plesidart","true","1208"
"","119","late","low","word","delta","true","1208"
"","115","early","high","non word","yia","true","1212"
"","111","late","low","word","crypt","true","1218"
"","110","late","low","non word","urb","true","1218"
"","108","early","low","non word","neep","true","1219"
"","110","early","high","word","everything","true","1220"
"","102","late","low","word","incept","true","1231"
"","110","late","high","non word","drim","true","1240"
"","115","late","high","non word","sentelory","false","1242"
"","98","late","low","word","tine","true","1253"
"","108","early","high","non word","gange","false","1254"
"","119","early","low","non word","jusk","true","1263"
"","102","late","low","word","gestate","true","1267"
"","119","late","high","word","professor","true","1272"
"","105","late","high","non word","drim","true","1275"
"","98","late","low","non word","munspin","true","1277"
"","98","early","high","non word","avering","true","1293"
"","108","late","low","non word","glafe","true","1296"
"","105","early","low","word","popsicle","true","1303"
"","102","late","low","non word","calarche","true","1303"
"","110","early","high","word","fight","true","1305"
"","108","late","low","non word","boligranps","true","1311"
"","108","late","high","non word","inkore","true","1315"
"","105","late","low","non word","cruntorox","true","1317"
"","115","late","high","non word","plesidart","true","1332"
"","113","late","high","non word","sentelory","true","1344"
"","119","late","low","word","moleskin","true","1351"
"","105","early","low","non word","tandleshoop","true","1353"
"","110","early","low","non word","tandleshoop","true","1364"
"","112","late","low","word","tine","false","1365"
"","112","late","high","non word","narol","true","1374"
"","112","early","low","non word","rapple","true","1376"
"","108","early","high","non word","ficht","true","1376"
"","112","late","high","non word","foral","true","1378"
"","115","late","low","non word","ardentoss","false","1382"
"","119","early","low","non word","senchel","true","1382"
"","108","late","low","non word","apropal","false","1386"
"","119","late","high","non word","staldant","true","1386"
"","102","early","high","non word","ceasun","true","1387"
"","112","late","low","non word","monual","true","1404"
"","115","early","low","non word","sopsiple","true","1426"
"","103","early","high","word","cousin","true","1432"
"","103","early","high","non word","lopy","true","1432"
"","103","late","high","non word","urian","false","1453"
"","115","early","high","non word","weatjor","true","1454"
"","110","late","low","word","glare","true","1465"
"","102","late","low","non word","monual","true","1473"
"","108","early","low","non word","olf","true","1482"
"","105","late","low","word","advisee","true","1511"
"","98","late","low","non word","gartate","true","1518"
"","113","early","low","word","satchel ","true","1520"
"","111","early","high","non word","chure","true","1548"
"","115","early","high","non word","ficht","false","1561"
"","108","late","high","non word","prowastor","true","1561"
"","119","late","low","word","cologne","true","1577"
"","103","early","high","non word","steh","true","1578"
"","103","early","low","non word","scrinch","true","1588"
"","95","early","low","non word","fealy","true","1591"
"","97","early","high","word","fight","true","1594"
"","98","late","high","non word","drim","true","1617"
"","98","early","high","non word","gange","true","1643"
"","112","early","low","non word","fincermil","true","1664"
"","110","late","high","non word","scoelis","true","1668"
"","110","late","low","non word","jone","true","1677"
"","102","early","high","non word","shoalper","true","1698"
"","108","early","high","word","men","true","1703"
"","98","late","low","non word","ament","true","1707"
"","105","early","high","non word","morch","true","1715"
"","110","early","low","non word","scrinch","true","1718"
"","98","late","high","non word","foral","true","1720"
"","115","early","high","non word","nemspipol","true","1729"
"","103","early","high","non word","brafter","false","1739"
"","110","late","low","non word","zae","true","1745"
"","108","early","low","non word","kniftang","true","1758"
"","102","late","high","non word","narol","true","1766"
"","112","early","low","word","cartoon","true","1774"
"","103","late","high","non word","kax","true","1782"
"","108","early","high","non word","toths","true","1835"
"","103","late","low","non word","lisc","true","1854"
"","108","early","low","non word","tandleshoop","true","1891"
"","103","early","low","non word","goobie","true","1897"
"","115","early","high","non word","breapfast","true","1903"
"","108","early","low","word","smash","true","1910"
"","111","early","low","word","bathing","true","1916"
"","97","late","low","word","cue","true","1943"
"","111","late","high","non word","lixt","true","1968"
"","103","early","low","non word","fincermil","false","2003"
"","103","late","low","non word","cruntorox","true","2023"
"","115","early","low","non word","fincermil","false","2028"
"","108","late","high","non word","urian","false","2036"
"","108","early","high","non word","brafter","true","2081"
"","97","early","low","non word","nup","true","2101"
"","105","late","low","non word","apropal","true","2113"
"","108","late","high","non word","ameanst","false","2127"
"","103","late","high","non word","staldant","true","2187"
"","97","early","high","non word","linner","true","2223"
"","110","late","low","non word","merpel","true","2240"
"","103","late","low","non word","apsartee","true","2247"
"","115","late","low","word","incept","true","2267"
"","102","early","high","word","step","true","2269"
"","112","early","low","non word","panga","true","2273"
"","112","early","high","non word","breapfast","true","2315"
"","112","early","low","non word","fealy","true","2360"
"","108","late","low","non word","lisc","true","2369"
"","115","late","high","non word","scoelis","true","2402"
"","108","late","low","non word","jush","true","2411"
"","108","early","high","non word","peadre","true","2450"
"","115","late","high","non word","shull","true","2455"
"","108","late","low","non word","nogue","true","2488"
"","119","early","high","non word","chure","true","2489"
"","111","early","high","non word","munger","true","2502"
"","105","early","low","non word","kniftang","true","2513"
"","108","late","low","word","advisee","true","2515"
"","108","late","high","non word","staldant","false","2549"
"","102","late","low","non word","drynd","true","2553"
"","105","late","high","non word","brean","true","2704"
"","115","late","low","non word","apropal","true","2723"
"","102","late","low","word","urchin","true","2732"
"","105","early","low","non word","nup","true","2739"
"","105","late","low","non word","lisc","true","2835"
"","102","late","low","non word","ditra","true","2849"
"","112","early","low","non word","goobie","true","2857"
"","112","late","high","non word","drim","true","3016"
"","97","early","low","non word","neep","true","3057"
"","112","early","high","non word","wim","true","3130"
"","115","late","low","non word","calarche","false","3192"
"","110","late","low","word","gush","true","3385"
"","108","late","low","non word","munspin","true","3584"
"","103","early","high","non word","avering","false","4096"
"","118","early","high","non word","meb","true","5011"
"","97","early","high","word","change","true","5494"
